delta.rank	pval	level	nseqs	term	name	p.adj	goDivision
-157	0.626491396859947	2	40	GO:0046532	regulation of photoreceptor cell differentiation	0.743688780586265	BP
117	0.630028387151362	2	71	GO:0060070	canonical Wnt signaling pathway	0.747491306789752	BP
-153	0.630458652329737	4	41	GO:0032784	regulation of DNA-templated transcription, elongation	0.747605813244368	BP
-57	0.633370225281086	6	299	GO:0009158	ribonucleoside monophosphate catabolic process	0.750661007740546	BP
168	0.634403773600862	2	33	GO:2000106	regulation of leukocyte apoptotic process	0.751488341018472	BP
-144	0.63549550635037	7	45	GO:0001752;GO:0042706	compound eye photoreceptor fate commitment	0.752383686165343	BP
-168	0.635998389560645	2	33	GO:0010522	regulation of calcium ion transport into cytosol	0.752581295623795	BP
61	0.636805015051555	2	252	GO:2000241	regulation of reproductive process	0.753137926988112	BP
92	0.638070089629964	2	109	GO:0000041	transition metal ion transport	0.753955464413702	BP
159	0.638169446664455	3	36	GO:0009409	response to cold	0.753955464413702	BP
-90	0.639467230807823	2	113	GO:0042461	photoreceptor cell development	0.754887937823927	BP
-88	0.63963272588831	2	118	GO:0048741;GO:0014904	skeletal muscle fiber development	0.754887937823927	BP
-127	0.64077321135828	2	56	GO:0060563	neuroepithelial cell differentiation	0.755625116446247	BP
136	0.641187641972979	5	49	GO:0001936	regulation of endothelial cell proliferation	0.755625116446247	BP
69	0.641563991520632	4	191	GO:0051969	regulation of transmission of nerve impulse	0.755625116446247	BP
-141	0.641606683696769	2	45	GO:0014033	neural crest cell differentiation	0.755625116446247	BP
-100	0.642491029120805	3	90	GO:0048706	embryonic skeletal system development	0.756268999070207	BP
-108	0.643091914946863	2	76	GO:0001947	heart looping	0.756578723466898	BP
55	0.644911081734847	2	302	GO:0040014	regulation of multicellular organism growth	0.758320642039925	BP
-90	0.648848945445636	2	106	GO:0051445	regulation of meiotic cell cycle	0.761776033848324	BP
92	0.648951412948153	2	102	GO:0040027	negative regulation of vulval development	0.761776033848324	BP
96	0.649197477658042	2	94	GO:0048738	cardiac muscle tissue development	0.761776033848324	BP
-143	0.649314718237324	4	42	GO:0006672	ceramide metabolic process	0.761776033848324	BP
-52	0.649550100290312	2	326	GO:0009636	response to toxic substance	0.761776033848324	BP
54	0.651161942221424	3	301	GO:0060537	muscle tissue development	0.76326674546101	BP
113	0.65248889567189	2	66	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.763794158273913	BP
-102	0.65252895523376	2	81	GO:0045185	maintenance of protein location	0.763794158273913	BP
77	0.652634829882263	3	143	GO:0090287	regulation of cellular response to growth factor stimulus	0.763794158273913	BP
-114	0.653975083160861	2	64	GO:0055088	lipid homeostasis	0.764604489709304	BP
-129	0.654009911733494	4	50	GO:0016236	macroautophagy	0.764604489709304	BP
-117	0.655086590457438	3	61	GO:0008217	regulation of blood pressure	0.76546372593879	BP
-140	0.656302261908322	2	42	GO:1903707	negative regulation of hemopoiesis	0.766484393469573	BP
154	0.657908486289544	2	34	GO:0051703	intraspecies interaction between organisms	0.767333426239431	BP
142	0.65795564707953	3	40	GO:0030718	germ-line stem cell population maintenance	0.767333426239431	BP
134	0.658056924913369	2	45	GO:0007443	Malpighian tubule morphogenesis	0.767333426239431	BP
85	0.658488332963973	2	114	GO:0055076	transition metal ion homeostasis	0.76733562103976	BP
108	0.658962801716114	5	70	GO:0051291	protein heterooligomerization	0.76733562103976	BP
-131	0.659366128662575	4	47	GO:0001890	placenta development	0.76733562103976	BP
-145	0.659429049331044	4	38	GO:0035151	regulation of tube size, open tracheal system	0.76733562103976	BP
59	0.661876055440962	3	235	GO:0009100	glycoprotein metabolic process	0.769783158975989	BP
103	0.665346113913124	2	74	GO:0061025	membrane fusion	0.773417382026673	BP
-108	0.665750360812021	2	67	GO:0008354	germ cell migration	0.773485896379112	BP
123	0.666798409918157	5	51	GO:1901264	carbohydrate derivative transport	0.773957605893197	BP
-86	0.666847401506192	6	104	GO:0043543	protein acylation	0.773957605893197	BP
-157	0.667614511950859	2	31	GO:0006513	protein monoubiquitination	0.774446663267698	BP
47	0.668000131740821	2	354	GO:0007517	muscle organ development	0.774492906366169	BP
130	0.668598141677753	3	45	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	0.774785223672099	BP
53	0.670020656747749	4	275	GO:0048563	post-embryonic animal organ morphogenesis	0.775712748709713	BP
58	0.670091146764864	2	231	GO:0007052	mitotic spindle organization	0.775712748709713	BP
100	0.670546789110198	3	76	GO:0021543	pallium development	0.775839260127502	BP
113	0.671012682502762	4	59	GO:0008585	female gonad development	0.775977495511712	BP
124	0.67326341332876	-1	48	GO:0007559;GO:0016271	obsolete histolysis	0.777832134162384	BP
-118	0.673324774526395	3	53	GO:0055024	regulation of cardiac muscle tissue development	0.777832134162384	BP
-44	0.674221416113866	2	390	GO:0034622	cellular protein-containing complex assembly	0.777832134162384	BP
-137	0.674279524066877	2	39	GO:0046782	regulation of viral transcription	0.777832134162384	BP
94	0.67435268059971	2	84	GO:0007601	visual perception	0.777832134162384	BP
77	0.675025853288439	7	125	GO:0048813	dendrite morphogenesis	0.778207880270769	BP
-116	0.675799009057106	2	54	GO:0051149	positive regulation of muscle cell differentiation	0.778293366128757	BP
-146	0.676093411932227	3	34	GO:0016064;GO:0019724	B cell mediated immunity	0.778293366128757	BP
111	0.676142361824358	3	59	GO:0072002	Malpighian tubule development	0.778293366128757	BP
84	0.677577456880304	2	103	GO:0061064	negative regulation of nematode larval development	0.779544685881808	BP
-132	0.678042783282223	2	41	GO:0033334	fin morphogenesis	0.77967958652576	BP
76	0.679510429791168	2	123	GO:0030198	extracellular matrix organization	0.78096632259221	BP
105	0.680317087350386	3	64	GO:0006921	cellular component disassembly involved in execution phase of apoptosis	0.781492449058905	BP
-49	0.684462170863709	2	298	GO:0009128;GO:0009169	purine nucleoside monophosphate catabolic process	0.785850980386831	BP
35	0.687467237426328	4	599	GO:2000113	negative regulation of cellular macromolecule biosynthetic process	0.788788801399979	BP
-99	0.687725236220607	4	69	GO:0021510	spinal cord development	0.788788801399979	BP
63	0.691062495359224	2	166	GO:0071407	cellular response to organic cyclic compound	0.792210844219377	BP
-141	0.695390129588336	4	32	GO:0034698	response to gonadotropin	0.796764138249551	BP
87	0.696990023618683	5	83	GO:0042471	ear morphogenesis	0.797561679469883	BP
102	0.697124908814506	2	61	GO:0051294	establishment of spindle orientation	0.797561679469883	BP
109	0.697154360893764	5	53	GO:0034764	positive regulation of transmembrane transport	0.797561679469883	BP
68	0.6986881332663	2	136	GO:0000578	embryonic axis specification	0.798908330023743	BP
112	0.699157865495215	2	49	GO:2000243	positive regulation of reproductive process	0.79903756056596	BP
-132	0.700020246736444	2	35	GO:0046364	monosaccharide biosynthetic process	0.799298795533041	BP
112	0.70010010573028	2	49	GO:0002576	platelet degranulation	0.799298795533041	BP
-91	0.700483927489718	3	75	GO:0007050	cell cycle arrest	0.799329596320412	BP
-113	0.702902168427656	2	47	GO:0032368	regulation of lipid transport	0.8014328916166	BP
-118	0.703042692869026	2	43	GO:0048015	phosphatidylinositol-mediated signaling	0.8014328916166	BP
79	0.703636591619047	3	97	GO:0048641	regulation of skeletal muscle tissue development	0.801701915171244	BP
-33	0.709176567392729	6	574	GO:0051254	positive regulation of RNA metabolic process	0.807396300469088	BP
-72	0.709355321126413	3	111	GO:0007351;GO:0008595	tripartite regional subdivision	0.807396300469088	BP
119	0.71065698312243	4	40	GO:0019722	calcium-mediated signaling	0.808467060535421	BP
-92	0.712678831363788	5	67	GO:0051028	mRNA transport	0.810355625510094	BP
61	0.715110260486311	2	152	GO:0043062	extracellular structure organization	0.812557462696201	BP
-86	0.715340766266477	4	75	GO:0050684	regulation of mRNA processing	0.812557462696201	BP
71	0.716759190363189	3	109	GO:0060485	mesenchyme development	0.813755999195917	BP
-131	0.719025497223967	4	31	GO:0043589	skin morphogenesis	0.8159154578428	BP
108	0.719601090505581	4	46	GO:0048619	embryonic hindgut morphogenesis	0.816155160877216	BP
69	0.720550912084521	2	111	GO:0030258	lipid modification	0.816818847707149	BP
75	0.723397277074695	2	92	GO:0048588	developmental cell growth	0.819630703412907	BP
128	0.725007243295902	2	31	GO:0046579	positive regulation of Ras protein signal transduction	0.821039547514065	BP
65	0.725513392519266	3	122	GO:0071695	anatomical structure maturation	0.821197574150155	BP
50	0.726419166908066	2	204	GO:0030707	ovarian follicle cell development	0.82180754236064	BP
-77	0.727248685151992	2	85	GO:0006164	purine nucleotide biosynthetic process	0.822330668723101	BP
-95	0.72986489833363	4	55	GO:0051591	response to cAMP	0.824872538984526	BP
-107	0.731158456107118	-1	43	GO:0097285	obsolete cell-type specific apoptotic process	0.825917771901132	BP
-70	0.733474505891733	2	98	GO:0040013	negative regulation of locomotion	0.828116377619699	BP
113	0.735074907215396	3	37	GO:0060324	face development	0.829505184968507	BP
78	0.735544417353514	2	79	GO:0061326	renal tubule development	0.829617066904266	BP
68	0.737813473758418	3	100	GO:1903311	regulation of mRNA metabolic process	0.83164919622055	BP
78	0.738088661645738	2	77	GO:0007631	feeding behavior	0.83164919622055	BP
76	0.740047190480939	4	79	GO:0042476	odontogenesis	0.833310159083463	BP
58	0.74043630101978	3	135	GO:0048839	inner ear development	0.833310159083463	BP
104	0.740678806578203	3	42	GO:0009584	detection of visible light	0.833310159083463	BP
51	0.741967013160188	2	175	GO:1901991	negative regulation of mitotic cell cycle phase transition	0.834340416405031	BP
37	0.742717968121364	2	340	GO:0010035	response to inorganic substance	0.83476580461207	BP
-76	0.746848430961773	2	75	GO:0007009	plasma membrane organization	0.838987204290056	BP
34	0.74730909486302	2	399	GO:0018193	peptidyl-amino acid modification	0.839083895986549	BP
-112	0.747946159611826	7	34	GO:0018210	peptidyl-threonine modification	0.839378455676598	BP
-43	0.748996009431038	2	233	GO:0040018	positive regulation of multicellular organism growth	0.840135734164008	BP
-47	0.74987726559226	2	197	GO:0022613	ribonucleoprotein complex biogenesis	0.840703240704035	BP
80	0.750542480811105	2	65	GO:0046890	regulation of lipid biosynthetic process	0.840960875995807	BP
-48	0.750857924996256	2	188	GO:0006913	nucleocytoplasmic transport	0.840960875995807	BP
59	0.752027309097407	2	120	GO:0051153	regulation of striated muscle cell differentiation	0.841578716337528	BP
-106	0.752160977726666	6	37	GO:0000245	spliceosomal complex assembly	0.841578716337528	BP
-68	0.753629937183846	2	88	GO:0014074	response to purine-containing compound	0.842423516696511	BP
102	0.7536681819017	2	39	GO:0045214	sarcomere organization	0.842423516696511	BP
54	0.754698140905698	4	142	GO:0051604	protein maturation	0.842750561197012	BP
42	0.754713225786253	4	235	GO:0010038	response to metal ion	0.842750561197012	BP
85	0.760824598705555	4	53	GO:0008039	synaptic target recognition	0.849151520229419	BP
76	0.761704470562301	4	66	GO:0035914	skeletal muscle cell differentiation	0.84971016636432	BP
84	0.762991773019151	3	54	GO:0006023	aminoglycan biosynthetic process	0.850722534376754	BP
-82	0.764177598084818	3	56	GO:0006813	potassium ion transport	0.851620805825867	BP
-79	0.764608703707541	2	60	GO:0010469	regulation of signaling receptor activity	0.851677521782641	BP
-64	0.771952014163127	3	85	GO:0051651	maintenance of location in cell	0.859429677795927	BP
47	0.774060415797808	4	156	GO:0050678	regulation of epithelial cell proliferation	0.861348897857471	BP
-62	0.776691342528114	2	86	GO:2000146	negative regulation of cell motility	0.863847372027297	BP
-37	0.777347534545307	3	252	GO:0048562	embryonic organ morphogenesis	0.864148127732748	BP
-67	0.778598811627102	3	73	GO:0014031	mesenchymal cell development	0.86510979069678	BP
35	0.779020004442632	2	271	GO:0007560	imaginal disc morphogenesis	0.865148641522804	BP
52	0.779431165627156	2	120	GO:0031099	regeneration	0.865176318634702	BP
-94	0.781338173819369	4	36	GO:1905954	positive regulation of lipid localization	0.866309909392971	BP
-71	0.781472895527017	4	63	GO:0042307;GO:1900182;GO:1904591	positive regulation of protein localization to nucleus	0.866309909392971	BP
29	0.781612645929998	2	391	GO:0045944	positive regulation of transcription by RNA polymerase II	0.866309909392971	BP
-63	0.782258478561952	2	80	GO:0046660	female sex differentiation	0.866596929762004	BP
54	0.784871778730439	2	106	GO:0048581	negative regulation of post-embryonic development	0.869062177140971	BP
83	0.786579976300635	3	44	GO:0001569	branching involved in blood vessel morphogenesis	0.870523293929557	BP
-77	0.788573513612002	4	50	GO:0008298	intracellular mRNA localization	0.871824823127689	BP
-66	0.788804572820709	4	69	GO:0032526	response to retinoic acid	0.871824823127689	BP
-25	0.788923623428494	3	498	GO:0042493	response to drug	0.871824823127689	BP
80	0.789503160063181	2	46	GO:0022404	molting cycle process	0.872035048590496	BP
31	0.790366623048686	2	322	GO:0051235	maintenance of location	0.872558519284897	BP
69	0.791116913878469	2	62	GO:0007588	excretion	0.872956594624518	BP
-30	0.79182890750986	4	343	GO:1901137	carbohydrate derivative biosynthetic process	0.873190813866066	BP
-46	0.792622551369426	2	136	GO:0048754	branching morphogenesis of an epithelial tube	0.873190813866066	BP
27	0.792877451417005	3	407	GO:0006351;GO:0097659	transcription, DNA-templated	0.873190813866066	BP
40	0.792888444376597	2	179	GO:0046530	photoreceptor cell differentiation	0.873190813866066	BP
-31	0.79498861301511	2	312	GO:0098662	inorganic cation transmembrane transport	0.875073461009261	BP
-66	0.79597484279651	2	64	GO:0007272;GO:0008366	ensheathment of neurons	0.875728707202447	BP
44	0.796567535348102	3	143	GO:0007368	determination of left/right symmetry	0.875950554334683	BP
-93	0.798139666932158	6	31	GO:0002067	glandular epithelial cell differentiation	0.87724870163299	BP
35	0.798810381919714	2	224	GO:0001501	skeletal system development	0.877249981969117	BP
-62	0.798924090721874	3	70	GO:0019228	neuronal action potential	0.877249981969117	BP
44	0.80082783495531	6	139	GO:0048747	muscle fiber development	0.878909529789267	BP
90	0.803027594908886	4	32	GO:0018992	germ-line sex determination	0.88089217071298	BP
-62	0.805642193894486	2	66	GO:0072593	reactive oxygen species metabolic process	0.883327711367425	BP
53	0.806515413576484	2	89	GO:1901617	organic hydroxy compound biosynthetic process	0.883852508029024	BP
-71	0.807579189685902	3	49	GO:0010453	regulation of cell fate commitment	0.884585518286758	BP
-50	0.809961207643841	2	95	GO:0016246	RNA interference	0.886761048446825	BP
78	0.810801579397775	2	39	GO:0042455	ribonucleoside biosynthetic process	0.886814722590338	BP
-38	0.810802032082595	2	167	GO:0007350	blastoderm segmentation	0.886814722590338	BP
-49	0.811856917500434	3	99	GO:0048872	homeostasis of number of cells	0.887535136750108	BP
57	0.812413642955517	6	72	GO:0006661	phosphatidylinositol biosynthetic process	0.887710517180663	BP
55	0.812984129104379	5	78	GO:0051293	establishment of spindle localization	0.887900755335841	BP
27	0.813982042766299	2	331	GO:0044706	multi-multicellular organism process	0.888387950056045	BP
58	0.814718646210081	2	69	GO:0009583	detection of light stimulus	0.888387950056045	BP
72	0.814928912517948	3	44	GO:0042745	circadian sleep/wake cycle	0.888387950056045	BP
-28	0.815197811232863	-1	293	GO:0006200	obsolete ATP catabolic process	0.888387950056045	BP
